# ts rotation(deg) translation(m)
522.294 3.22911 0.233387
522.294 3.14885 0.198829
522.294 3.04556 0.36692
522.294 2.99084 0.582781
522.294 2.91045 0.811062
522.294 2.85812 1.04402
522.294 2.85832 1.28299
522.744 3.16436 0.64935
522.744 3.13128 0.409567
522.744 3.07187 0.183979
522.744 3.02715 0.143282
522.744 2.90127 0.366476
522.744 2.82912 0.606537
522.744 2.82387 0.858644
522.744 2.80303 1.11067
523.144 3.24616 0.680992
523.144 3.14286 0.42524
523.144 3.01142 0.172744
523.144 2.89526 0.106108
523.144 2.78535 0.356356
523.144 2.69591 0.614784
523.144 2.5549 0.875282
523.144 2.47048 1.13511
523.544 2.88406 0.725053
523.544 2.82014 0.462551
523.544 2.79129 0.204536
523.544 2.74867 0.125988
523.544 2.70555 0.367473
523.544 2.5922 0.635898
523.544 2.51211 0.902766
523.544 2.43531 1.17683
523.944 2.67095 0.777253
523.944 2.68119 0.506293
523.944 2.66583 0.256515
523.944 2.66959 0.17897
523.944 2.70907 0.395955
523.944 2.76564 0.663311
523.944 2.81749 0.943835
523.944 2.86712 1.22667
524.293 2.61296 0.544172
524.293 2.64338 0.299204
524.293 2.62983 0.229042
524.293 2.66135 0.424674
524.293 2.64961 0.691582
524.293 2.59689 0.9716
524.293 2.54255 1.25508
524.643 2.56305 0.581087
524.643 2.57024 0.354733
524.643 2.57892 0.284403
524.643 2.61428 0.462113
524.643 2.65788 0.722543
524.643 2.66449 1.00312
524.643 2.67508 1.29384
524.994 2.77515 0.635213
524.994 2.80276 0.414547
524.994 2.8214 0.351229
524.994 2.82139 0.50231
524.994 2.82052 0.751027
524.994 2.77941 1.0264
524.994 2.73102 1.31565
525.344 2.8132 0.65844
525.344 2.77348 0.459343
525.344 2.78777 0.411039
525.344 2.78913 0.558264
525.344 2.86893 0.79804
525.344 2.95312 1.07309
525.344 3.05845 1.3614
525.693 2.83818 0.708861
525.693 2.87884 0.519006
525.693 2.90258 0.473782
525.693 2.91016 0.605224
525.693 2.93772 0.831604
525.693 2.8633 1.09663
525.693 2.89232 1.37713
526.043 2.84379 0.755557
526.043 2.8783 0.587854
526.043 2.94858 0.554869
526.043 3.01075 0.679186
526.043 3.06942 0.893019
526.043 3.15499 1.15332
526.043 3.26795 1.43675
526.393 2.82073 0.800431
526.393 2.89044 0.65151
526.393 2.82547 0.61733
526.393 2.80442 0.747313
526.393 2.64917 0.945541
526.393 2.5951 1.19498
526.393 2.50463 1.46222
526.743 3.02216 0.85714
526.743 2.87609 0.725856
526.743 2.75904 0.705121
526.743 2.71825 0.814642
526.743 2.63995 1.01233
526.743 2.61862 1.2532
526.743 2.6946 1.52279
527.093 2.6034 0.924876
527.093 2.62626 0.79757
527.093 2.62002 0.77638
527.093 2.53332 0.875938
527.093 2.56077 1.06446
527.093 2.39583 1.28931
527.093 2.27398 1.54893
527.443 2.60527 0.972953
527.443 2.56372 0.86052
527.443 2.5346 0.847573
527.443 2.54564 0.949587
527.443 2.6696 1.11822
527.443 2.60263 1.33361
527.443 2.6087 1.5864
527.793 2.53754 1.03258
527.793 2.48807 0.917598
527.793 2.467 0.905793
527.793 2.47974 0.992192
527.793 2.55914 1.14935
527.793 2.62207 1.36013
527.793 2.67648 1.60198
528.143 2.47706 1.06829
528.143 2.56266 0.969786
528.143 2.57188 0.957818
528.143 2.5516 1.03699
528.143 2.62985 1.18852
528.143 2.64784 1.38632
528.143 2.71957 1.61356
528.493 2.42427 1.08962
528.493 2.41379 1.01361
528.493 2.45048 1.0079
528.493 2.56933 1.09911
528.493 2.6719 1.23612
528.493 2.77579 1.42767
528.493 2.69852 1.6292
528.893 2.60198 1.26788
528.893 2.53843 1.13626
528.893 2.46679 1.07075
528.893 2.51471 1.06949
528.893 2.49438 1.13451
528.893 2.4043 1.25442
528.893 2.42615 1.41292
528.893 2.40049 1.58475
529.293 2.23006 1.28132
529.293 2.30395 1.17281
529.293 2.29157 1.11987
529.293 2.47636 1.13267
529.293 2.41752 1.17968
529.293 2.45292 1.29165
529.293 2.43081 1.4253
529.293 2.32147 1.59283
529.293 2.35304 1.77625
529.743 2.75026 1.3052
529.743 2.68815 1.22873
529.743 2.53219 1.18253
529.743 2.35816 1.1865
529.743 2.34872 1.23571
529.743 2.28105 1.31594
529.743 2.28178 1.43472
529.743 2.25135 1.56569
529.743 2.21698 1.72062
530.243 2.4313 1.42021
530.243 2.30983 1.32588
530.243 2.29133 1.27093
530.243 2.25348 1.23632
530.243 2.28963 1.24494
530.243 2.314 1.28114
530.243 2.30959 1.34546
530.243 2.36184 1.43647
530.243 2.37876 1.53863
530.243 2.41066 1.65639
530.243 2.45525 1.78125
530.793 3.17354 1.40271
530.793 2.91266 1.34499
530.793 2.63911 1.30493
530.793 2.44406 1.29082
530.793 2.30045 1.30003
530.793 2.22078 1.32705
530.793 2.27693 1.37375
530.793 2.38969 1.4299
530.793 2.63669 1.50733
530.793 2.9566 1.59068
530.793 3.30784 1.68166
530.793 3.73937 1.78262
531.493 5.01538 1.55108
531.493 4.48997 1.48843
531.493 3.97536 1.43984
531.493 3.45966 1.39932
531.493 3.01643 1.37636
531.493 2.56514 1.35946
531.493 2.33702 1.3664
531.493 2.28695 1.37814
531.493 2.48309 1.40096
531.493 2.85819 1.43532
531.493 3.35248 1.47386
531.493 3.99469 1.53126
531.493 4.68391 1.58672
531.493 5.47422 1.65181
531.493 6.26563 1.72372
531.493 7.05862 1.79519
532.343 6.94117 1.63808
532.343 6.12722 1.58428
532.343 5.34743 1.538
532.343 4.60641 1.50136
532.343 3.88723 1.46807
532.343 3.33181 1.45197
532.343 2.78849 1.43977
532.343 2.50253 1.43417
532.343 2.51252 1.43791
532.343 2.80676 1.44575
532.343 3.3741 1.46663
532.343 4.05077 1.48591
532.343 4.84253 1.51737
532.343 5.6606 1.55246
532.343 6.50306 1.59127
532.343 7.41372 1.63685
533.143 7.72729 1.68222
533.143 6.81935 1.64285
533.143 5.89418 1.60536
533.143 5.01321 1.57346
533.143 4.20257 1.55055
533.143 3.46258 1.53001
533.143 2.91069 1.5188
533.143 2.53046 1.5118
533.143 2.53398 1.50853
533.143 2.94386 1.51314
533.143 3.54078 1.51936
533.143 4.33924 1.53516
533.143 5.1546 1.55176
533.143 6.05378 1.57523
533.143 6.95856 1.60669
533.143 7.90933 1.63942
533.943 7.35937 1.77266
533.943 6.4583 1.73242
533.943 5.60964 1.6987
533.943 4.74808 1.66774
533.943 3.97371 1.64136
533.943 3.29522 1.61968
533.943 2.67619 1.59813
533.943 2.33632 1.58363
533.943 2.20827 1.57093
533.943 2.50966 1.5608
533.943 3.06997 1.56072
533.943 3.74181 1.5644
533.943 4.54379 1.57181
533.943 5.41263 1.5859
533.943 6.29466 1.60828
533.943 7.16808 1.63344
533.943 7.98462 1.6545
534.792 7.21737 1.90091
534.792 6.33463 1.85078
534.792 5.51799 1.80942
534.792 4.66234 1.77178
534.792 3.82319 1.72972
534.792 3.16081 1.70086
534.792 2.40764 1.66866
534.792 1.97882 1.65212
534.792 1.80546 1.63128
534.792 2.08028 1.6215
534.792 2.58318 1.6196
534.792 3.09174 1.62084
534.792 3.73426 1.63555
534.792 4.36402 1.65862
534.792 5.03647 1.69048
534.792 5.7007 1.73045
534.792 6.31737 1.77372
535.642 4.54784 2.1048
535.642 3.94158 2.027
535.642 3.42058 1.9564
535.642 2.92935 1.88826
535.642 2.53602 1.82571
535.642 2.21588 1.778
535.642 1.90301 1.73672
535.642 1.80882 1.70778
535.642 1.7441 1.68057
535.642 1.79269 1.66902
535.642 1.95419 1.67403
535.642 2.10692 1.68436
535.642 2.3585 1.71478
535.642 2.57163 1.75359
535.642 2.78535 1.80635
536.342 2.26364 2.13927
536.342 2.12226 2.04661
536.342 2.06056 1.97167
536.342 1.83157 1.89896
536.342 1.71222 1.83537
536.342 1.66637 1.78711
536.342 1.61504 1.74508
536.342 1.63424 1.728
536.342 1.56605 1.71631
536.342 1.59048 1.72661
536.342 1.59934 1.75223
536.342 1.62346 1.79018
536.342 1.74784 1.84598
536.942 1.27623 2.14973
536.942 1.36905 2.05333
536.942 1.4797 1.96698
536.942 1.52816 1.89402
536.942 1.55721 1.8348
536.942 1.60093 1.78611
536.942 1.67014 1.75656
536.942 1.78443 1.75379
536.942 1.84563 1.76281
536.942 1.98719 1.80004
536.942 2.06182 1.85117
536.942 2.27261 1.92569
537.492 1.41272 2.12686
537.492 1.55716 2.02644
537.492 1.61365 1.94525
537.492 1.59322 1.87269
537.492 1.58839 1.83045
537.492 1.44189 1.79077
537.492 1.45571 1.78592
537.492 1.42457 1.80154
537.492 1.39662 1.8371
537.492 1.43792 1.89506
537.992 1.16991 2.17685
537.992 1.17931 2.06631
537.992 1.31813 1.97702
537.992 1.3999 1.89779
537.992 1.52236 1.84853
537.992 1.52958 1.81474
537.992 1.62897 1.80765
537.992 1.75197 1.82753
537.992 1.80158 1.87103
537.992 1.8644 1.93969
538.492 1.99846 2.22757
538.492 1.82622 2.11101
538.492 1.86441 2.01687
538.492 1.69422 1.93817
538.492 1.56716 1.87654
538.492 1.53905 1.84317
538.492 1.50851 1.83593
538.492 1.58147 1.86136
538.492 1.57696 1.91532
538.492 1.62685 1.99325
538.942 1.05164 2.14906
538.942 1.23261 2.03565
538.942 1.3597 1.95723
538.942 1.45495 1.88651
538.942 1.59522 1.85517
538.942 1.52148 1.85428
538.942 1.51765 1.87397
538.942 1.50092 1.93822
538.942 1.3853 2.01365
539.392 1.4835 2.17344
539.392 1.37451 2.06757
539.392 1.35068 1.97373
539.392 1.27089 1.92492
539.392 1.24096 1.88136
539.392 1.2833 1.88011
539.392 1.20677 1.90708
539.392 1.31454 1.95628
539.392 1.26208 2.05057
539.842 1.40322 2.1982
539.842 1.39914 2.09002
539.842 1.34797 1.995
539.842 1.35667 1.9313
539.842 1.32618 1.89749
539.842 1.28562 1.8912
539.842 1.30718 1.92076
539.842 1.28365 1.97666
539.842 1.22786 2.06129
540.292 1.80657 2.22181
540.292 1.9652 2.10366
540.292 1.79507 2.02344
540.292 1.3536 1.94331
540.292 1.19072 1.90465
540.292 1.19595 1.88872
540.292 1.05853 1.92328
540.292 1.35757 1.95354
540.292 1.23872 2.05198
540.742 2.04201 2.20583
540.742 1.91602 2.07893
540.742 1.74648 1.98481
540.742 1.74289 1.90788
540.742 1.77617 1.91971
540.742 1.86792 1.8835
540.742 2.44365 1.95647
540.742 2.24913 1.99896
541.142 1.90571 2.22357
541.142 1.36244 2.10533
541.142 1.21109 2.01048
541.142 1.1793 1.96002
541.142 1.04691 1.91923
541.142 1.25734 1.92929
541.142 1.58841 1.95053
541.142 1.69842 2.02344
541.542 1.45648 2.27484
541.542 1.37965 2.14903
541.542 1.31336 2.04454
541.542 1.35362 1.96746
541.542 1.38378 1.92533
541.542 1.36735 1.92083
541.542 1.41403 1.94794
541.542 1.40854 2.02004
541.942 1.38344 2.24878
541.942 1.44678 2.13617
541.942 1.41673 2.04233
541.942 1.35496 1.97363
541.942 1.25269 1.94154
541.942 1.17228 1.93405
541.942 1.10962 1.97242
541.942 1.04549 2.03949
542.342 1.26322 2.2714
542.342 1.26232 2.15145
542.342 1.22317 2.04704
542.342 1.26965 1.98312
542.342 1.29333 1.94569
542.342 1.35267 1.94305
542.342 1.32816 1.9816
542.342 1.30205 2.04478
542.742 1.46518 2.28376
542.742 1.3563 2.15405
542.742 1.33036 2.05897
542.742 1.25925 1.9886
542.742 1.24702 1.95332
542.742 1.19715 1.9605
542.742 1.11657 1.9935
542.742 1.0746 2.06335
543.141 1.3618 2.2795
543.141 1.34601 2.15621
543.141 1.30832 2.06078
543.141 1.24887 1.99686
543.141 1.2163 1.96206
543.141 1.15119 1.96686
543.141 1.10976 1.99702
543.141 1.08783 2.06807
543.542 1.24967 2.27723
543.542 1.23458 2.16075
543.542 1.17877 2.06719
543.542 1.15015 1.99848
543.542 1.17127 1.96767
543.542 1.11085 1.96787
543.542 1.04663 1.9991
543.542 1.0012 2.06746
543.942 1.19356 2.26862
543.942 1.16149 2.15336
543.942 1.15321 2.05695
543.942 1.15996 1.99737
543.942 1.19267 1.96233
543.942 1.23824 1.96787
543.942 1.26366 2.00152
543.942 1.25225 2.06651
544.342 1.26001 2.2659
544.342 1.23524 2.14882
544.342 1.17731 2.0569
544.342 1.17241 1.99534
544.342 1.17949 1.96312
544.342 1.18877 1.96637
544.342 1.17676 1.99816
544.342 1.14529 2.0631
544.742 1.2561 2.26187
544.742 1.24308 2.14612
544.742 1.21039 2.05783
544.742 1.1424 1.99139
544.742 1.16905 1.957
544.742 1.20063 1.95435
544.742 1.22528 1.98395
544.742 1.25704 2.04341
544.742 1.27224 2.12905
545.192 0.964281 2.23282
545.192 1.01623 2.12553
545.192 1.13469 2.03364
545.192 1.21661 1.97612
545.192 1.21627 1.94417
545.192 1.22193 1.94066
545.192 1.18293 1.97076
545.192 1.16376 2.02541
545.192 1.15329 2.11039
545.641 1.15944 2.21441
545.641 1.15777 2.10606
545.641 1.12761 2.02227
545.641 1.16199 1.95987
545.641 1.16911 1.93247
545.641 1.18229 1.93083
545.641 1.1821 1.95443
545.641 1.13581 2.00787
545.641 1.09481 2.08228
546.091 1.29742 2.18393
546.091 1.2606 2.08394
546.091 1.21236 2.00915
546.091 1.17088 1.95451
546.091 1.19528 1.92578
546.091 1.21276 1.92287
546.091 1.25483 1.94464
546.091 1.26965 1.98745
546.091 1.2873 2.0532
546.591 1.37739 2.25454
546.591 1.40417 2.15281
546.591 1.34727 2.06305
546.591 1.27156 1.99248
546.591 1.18632 1.94612
546.591 1.16615 1.91579
546.591 1.13934 1.91307
546.591 1.1184 1.92374
546.591 1.16642 1.9594
546.591 1.19125 2.01487
546.591 1.22845 2.08442
547.141 0.976853 2.20775
547.141 1.07216 2.11259
547.141 1.08607 2.04023
547.141 1.1119 1.97514
547.141 1.15669 1.93234
547.141 1.21247 1.90808
547.141 1.24552 1.89977
547.141 1.27586 1.9098
547.141 1.34189 1.93416
547.141 1.43037 1.97567
547.141 1.47143 2.03103
547.741 0.71681 2.22734
547.741 0.773909 2.13777
547.741 0.862583 2.06023
547.741 0.962253 1.99736
547.741 1.02633 1.94615
547.741 1.11465 1.90818
547.741 1.2212 1.88543
547.741 1.33373 1.87892
547.741 1.51172 1.88129
547.741 1.5988 1.90612
547.741 1.59721 1.93532
547.741 1.66737 1.97919
547.741 1.76008 2.03166
548.441 1.64095 2.23453
548.441 1.37214 2.15404
548.441 1.25143 2.08178
548.441 1.14507 2.02364
548.441 1.02122 1.97299
548.441 0.957887 1.93525
548.441 1.00527 1.90299
548.441 1.18361 1.88358
548.441 1.45483 1.87053
548.441 1.76217 1.8718
548.441 2.1396 1.87693
548.441 2.54155 1.89658
548.441 2.9724 1.91755
548.441 3.44661 1.95816
548.441 3.82074 2.00073
548.441 4.27563 2.03942
549.291 4.20176 2.2092
549.291 3.6867 2.14251
549.291 3.113 2.09459
549.291 2.52987 2.03982
549.291 1.96206 1.99812
549.291 1.38336 1.95619
549.291 0.986489 1.91939
549.291 0.925962 1.89484
549.291 1.23717 1.87539
549.291 1.81271 1.86148
549.291 2.5245 1.85886
549.291 3.19533 1.86451
549.291 3.86929 1.87409
549.291 4.54326 1.88843
549.291 5.26993 1.9092
549.291 6.03994 1.9414
549.291 6.83767 1.97326
549.291 7.64319 2.01327
550.241 6.93077 2.1984
550.241 6.13289 2.14171
550.241 5.32947 2.08687
550.241 4.50747 2.0376
550.241 3.65473 1.9984
550.241 2.83 1.95628
550.241 2.05181 1.92988
550.241 1.32471 1.90163
550.241 1.21752 1.87353
550.241 1.61538 1.85754
550.241 2.43677 1.8353
550.241 3.32346 1.8311
550.241 4.32847 1.82699
550.241 5.38421 1.8363
550.241 6.4489 1.84804
550.241 7.55818 1.86147
550.941 6.77251 2.11175
550.941 5.67242 2.05428
550.941 4.5646 2.0077
550.941 3.44129 1.96315
550.941 2.41402 1.9236
550.941 1.40859 1.89315
550.941 1.01222 1.86373
550.941 1.79167 1.8471
550.941 2.95518 1.83254
550.941 4.19405 1.82321
550.941 5.39417 1.82929
550.941 6.61959 1.83615
550.941 7.8597 1.85776
551.542 6.4769 2.06173
551.542 5.18566 2.00467
551.542 3.84769 1.95513
551.542 2.606 1.90777
551.542 1.45143 1.87473
551.542 1.00163 1.84424
551.542 1.82136 1.82377
551.542 2.98784 1.81321
551.542 4.25249 1.80796
551.542 5.52523 1.81965
551.542 6.78998 1.8376
551.542 8.06345 1.86878
551.542 9.30119 1.91022
552.191 5.23498 2.06665
552.191 4.07635 2.00054
552.191 2.98953 1.94009
552.191 1.98676 1.88882
552.191 1.14393 1.84984
552.191 0.966737 1.81695
552.191 1.49226 1.80099
552.191 2.28925 1.79275
552.191 3.08187 1.80044
552.191 3.85232 1.82003
552.191 4.61662 1.85048
552.191 5.35199 1.89642
552.191 6.06779 1.95037
552.841 2.87362 2.07743
552.841 2.25818 1.99619
552.841 1.71231 1.92456
552.841 1.21903 1.86508
552.841 0.943336 1.81657
552.841 0.923974 1.78462
552.841 1.16465 1.76597
552.841 1.54556 1.76185
552.841 1.95199 1.77431
552.841 2.37291 1.8026
552.841 2.76059 1.8485
552.841 3.09607 1.9107
553.441 1.48417 2.08918
553.441 1.15792 1.99581
553.441 0.979872 1.91272
553.441 0.827062 1.84668
553.441 0.79726 1.79095
553.441 0.874163 1.75229
553.441 0.938595 1.73548
553.441 1.09847 1.73282
553.441 1.24222 1.75553
553.441 1.43926 1.79078
553.441 1.60151 1.84566
553.441 1.65588 1.92221
553.991 0.845523 2.00329
553.991 0.821835 1.91031
553.991 0.819373 1.83151
553.991 0.844612 1.7681
553.991 0.827641 1.7309
553.991 0.89014 1.70629
553.991 0.952702 1.70818
553.991 0.941835 1.73068
553.991 0.939283 1.77348
553.991 0.902192 1.84031
553.991 0.934731 1.92153
554.541 0.597424 1.98546
554.541 0.574336 1.88838
554.541 0.631135 1.80622
554.541 0.666202 1.7482
554.541 0.758287 1.70691
554.541 0.868659 1.68483
554.541 0.974 1.68802
554.541 1.16397 1.70286
554.541 1.15832 1.75152
554.541 1.21244 1.808
554.541 1.23733 1.88945
555.091 1.32409 1.9565
555.091 1.29425 1.85907
555.091 1.16687 1.78179
555.091 1.09988 1.72274
555.091 1.11641 1.67861
555.091 1.08264 1.66154
555.091 1.24454 1.65771
555.091 1.24203 1.6845
555.091 1.40019 1.72197
555.091 1.42108 1.78503
555.091 1.47403 1.85742
555.691 0.93346 1.99388
555.691 0.848368 1.89354
555.691 0.9213 1.80639
555.691 0.958952 1.73962
555.691 1.04144 1.68821
555.691 1.19007 1.64913
555.691 1.30244 1.63592
555.691 1.52103 1.63156
555.691 1.53162 1.65479
555.691 1.63228 1.6855
555.691 1.61299 1.73584
555.691 1.49529 1.80159
555.691 1.47196 1.87202
556.341 1.55508 1.91786
556.341 1.52681 1.82804
556.341 1.44984 1.75625
556.341 1.40268 1.69633
556.341 1.39723 1.64632
556.341 1.31134 1.61875
556.341 1.33177 1.59849
556.341 1.2994 1.59938
556.341 1.30146 1.60939
556.341 1.36284 1.63154
556.341 1.37154 1.67099
556.341 1.51666 1.71656
556.341 1.63169 1.77619
556.341 1.86122 1.84014
557.091 3.18516 1.88572
557.091 2.83959 1.81331
557.091 2.5059 1.74649
557.091 2.15197 1.69105
557.091 1.85189 1.64218
557.091 1.60132 1.60523
557.091 1.36471 1.57776
557.091 1.33132 1.55627
557.091 1.3655 1.54819
557.091 1.60429 1.54416
557.091 1.95035 1.54596
557.091 2.32041 1.56145
557.091 2.77931 1.57725
557.091 3.23039 1.60729
557.091 3.74645 1.63833
557.091 4.27061 1.67513
557.091 4.80296 1.71704
558.091 6.48078 1.93049
558.091 5.90435 1.87364
558.091 5.32523 1.81791
558.091 4.71285 1.76744
558.091 4.10377 1.72213
558.091 3.51952 1.679
558.091 2.9156 1.64166
558.091 2.35033 1.60502
558.091 1.80154 1.57491
558.091 1.35131 1.54652
558.091 1.21722 1.52348
558.091 1.44224 1.50856
558.091 1.95319 1.49461
558.091 2.59446 1.49061
558.091 3.29521 1.48922
558.091 4.04009 1.49284
558.091 4.81082 1.50431
558.091 5.61584 1.51258
558.091 6.43933 1.53112
558.991 7.99292 1.86279
558.991 7.1525 1.81108
558.991 6.30942 1.76062
558.991 5.45769 1.71474
558.991 4.59665 1.66856
558.991 3.73104 1.62853
558.991 2.87247 1.5899
558.991 2.03749 1.55785
558.991 1.3595 1.52544
558.991 1.178 1.50016
558.991 1.72618 1.47826
558.991 2.54997 1.46505
558.991 3.50516 1.45419
558.991 4.51863 1.44878
558.991 5.56391 1.44854
558.991 6.6215 1.45718
559.69 7.76176 1.84688
559.69 6.67193 1.78353
559.69 5.5513 1.72224
559.69 4.42826 1.66523
559.69 3.31712 1.6123
559.69 2.26435 1.56496
559.69 1.37556 1.52429
559.69 1.24078 1.48872
559.69 2.06791 1.46388
559.69 3.16272 1.44865
559.69 4.34621 1.44207
559.69 5.54329 1.45122
559.69 6.76027 1.46616
559.69 7.97708 1.49708
560.34 6.53955 1.89115
560.34 5.35922 1.80627
560.34 4.21153 1.72901
560.34 3.12573 1.65865
560.34 2.10199 1.59383
560.34 1.26765 1.54044
560.34 1.11115 1.49679
560.34 1.77896 1.47085
560.34 2.66417 1.45415
560.34 3.62027 1.45488
560.34 4.57942 1.47133
560.34 5.52332 1.50243
560.34 6.45279 1.55223
560.99 4.72499 1.98798
560.99 3.85498 1.886
560.99 3.04122 1.78978
560.99 2.26326 1.70213
560.99 1.57545 1.62304
560.99 1.06166 1.56172
560.99 0.979714 1.51304
560.99 1.32908 1.48097
560.99 1.90914 1.47138
560.99 2.51447 1.48144
560.99 3.11544 1.50926
560.99 3.7047 1.56275
561.54 2.55064 1.9713
561.54 2.04317 1.85752
561.54 1.55904 1.74865
561.54 1.18509 1.65785
561.54 0.946721 1.58385
561.54 0.897784 1.5276
561.54 1.07307 1.49743
561.54 1.35947 1.48418
561.54 1.70783 1.5031
561.54 2.07948 1.54258
562.04 2.07358 2.04498
562.04 1.69911 1.9099
562.04 1.37808 1.78918
562.04 1.12087 1.6861
562.04 0.946387 1.60303
562.04 0.911488 1.53946
562.04 1.01416 1.50451
562.04 1.21533 1.49951
562.04 1.50459 1.51951
562.04 1.78871 1.57404
562.54 1.38674 2.11161
562.54 1.18559 1.96355
562.54 1.04618 1.82659
562.54 0.967454 1.71107
562.54 0.959291 1.61721
562.54 0.973761 1.54886
562.54 1.03903 1.51251
562.54 1.11627 1.51265
562.54 1.20884 1.54404
562.54 1.31402 1.61558
562.99 0.926898 2.01065
562.99 0.89924 1.85914
562.99 0.907907 1.72975
562.99 0.905387 1.62065
562.99 0.96782 1.54853
562.99 1.04428 1.51351
562.99 1.13475 1.5092
562.99 1.1946 1.55463
562.99 1.22408 1.62283
563.44 1.06546 2.00303
563.44 1.08125 1.85169
563.44 1.10049 1.72258
563.44 1.02164 1.62211
563.44 1.05177 1.54532
563.44 1.06138 1.51031
563.44 1.00364 1.50884
563.44 0.991519 1.53852
563.44 0.906106 1.61189
563.89 1.07429 1.97312
563.89 1.05233 1.83142
563.89 1.06261 1.70571
563.89 1.11613 1.6042
563.89 1.11658 1.53809
563.89 1.18145 1.49679
563.89 1.16625 1.50118
563.89 1.20632 1.5256
563.89 1.23803 1.59487
564.34 1.08218 1.9644
564.34 1.10288 1.81625
564.34 1.10638 1.69598
564.34 1.11394 1.59258
564.34 1.14933 1.52212
564.34 1.08465 1.48755
564.34 1.09736 1.48312
564.34 1.05735 1.52438
564.34 1.11979 1.58888
564.79 1.15125 1.969
564.79 1.16046 1.81599
564.79 1.1681 1.67942
564.79 1.16463 1.57549
564.79 1.24245 1.49278
564.79 1.34509 1.45353
564.79 1.36994 1.451
564.79 1.44818 1.4827
564.79 1.47139 1.55944
565.24 1.17706 1.95177
565.24 1.19388 1.79851
565.24 1.15151 1.6614
565.24 1.17219 1.54853
565.24 1.19629 1.47076
565.24 1.21072 1.42468
565.24 1.24265 1.42843
565.24 1.24857 1.47773
565.24 1.30657 1.5575
565.69 0.886883 1.94974
565.69 0.876592 1.78331
565.69 0.918579 1.6432
565.69 0.968494 1.52922
565.69 1.08684 1.45023
565.69 1.0981 1.41236
565.69 1.09391 1.407
565.69 1.04741 1.46257
565.69 1.00368 1.54015
566.14 1.2469 1.94615
566.14 1.1628 1.77535
566.14 1.09436 1.62778
566.14 1.01989 1.50996
566.14 1.14903 1.42818
566.14 1.13579 1.38094
566.14 1.23503 1.39854
566.14 1.3414 1.44269
566.539 1.4252 1.94629
566.539 1.33317 1.77742
